year,hrs1,degree
2016,40,Bachelor's
2016,12,High school
2016,.i:  Inapplicable,Less than high school
2016,42,Bachelor's
2016,64,High school
2016,60,Graduate
2016,.i:  Inapplicable,High school
2016,.i:  Inapplicable,Graduate
2016,39,Bachelor's
2016,50,Graduate
2018,.i:  Inapplicable,High school
2018,18,High school
2018,.i:  Inapplicable,Less than high school
2018,44,Bachelor's
2018,60,High school
2018,40,High school
2018,55,Graduate
2018,.i:  Inapplicable,Bachelor's
2018,60,Bachelor's
2018,50,High school
2018,30,Associate/junior college
2018,.i:  Inapplicable,High school
2018,.i:  Inapplicable,High school
2018,.i:  Inapplicable,Less than high school
2018,.i:  Inapplicable,Less than high school
2018,.i:  Inapplicable,Graduate
2018,5,Bachelor's
2018,30,High school
2018,55,Bachelor's
2018,20,High school
2018,36,Bachelor's
2018,25,Associate/junior college
2018,.i:  Inapplicable,Bachelor's
2018,.i:  Inapplicable,Bachelor's
2018,50,Bachelor's
2018,89+ hrs,Graduate
2018,.i:  Inapplicable,Graduate
2018,25,High school
2018,45,Bachelor's
2018,40,Bachelor's
2018,60,Less than high school
2018,.i:  Inapplicable,Associate/junior college
2018,.i:  Inapplicable,High school
2018,30,Less than high school
2018,30,High school
2018,.i:  Inapplicable,Less than high school
2018,50,Graduate
2018,40,High school
2018,.i:  Inapplicable,Graduate
2018,24,High school
2018,.i:  Inapplicable,Bachelor's
2018,35,High school
2018,43,Less than high school
2018,8,Less than high school
2018,55,High school
2018,.i:  Inapplicable,Graduate
2018,.i:  Inapplicable,Associate/junior college
2018,40,High school
2018,.i:  Inapplicable,Less than high school
2018,50,High school
2018,40,Bachelor's
2018,12,Graduate
2018,.i:  Inapplicable,High school
2018,25,Bachelor's
2018,.i:  Inapplicable,High school
2018,24,Associate/junior college
2018,40,Bachelor's
2018,50,High school
2018,.i:  Inapplicable,Graduate
2018,36,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,.d:  Do not Know/Cannot Choose
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Graduate
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,Associate/junior college
2021,.x:  Not available in this release,Less than high school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,High school
2021,.x:  Not available in this release,Bachelor's
2021,.x:  Not available in this release,Associate/junior college
